continent,Country,Name,Age,Fifa Score,Club,Value,Salary
Europe,Albania,A. Sadiku,26,66,Legia Warszawa,825000.0,4000.0
Europe,Germany,J. Eggestein,19,66,SV Werder Bremen,1400000.0,5000.0
North America,Mexico,M. Viniegra,29,66,Tiburones Rojos de Veracruz,500000.0,15000.0
Europe,France,P. Bouby,33,66,US Orléans Loiret Football,260000.0,2000.0
Europe,Germany,T. Trybull,24,66,Norwich City,850000.0,9000.0
Europe,Netherlands,J. Grot,19,66,Leeds United,1100000.0,6000.0
Europe,France,M. Prevot,20,66,FC Sochaux-Montbéliard,925000.0,2000.0
Europe,Spain,Calero,21,66,Real Valladolid,875000.0,2000.0
Europe,Germany,D. Peitz,32,66,Holstein Kiel,375000.0,4000.0
Europe,Germany,D. Erdmann,26,66,1. FC Magdeburg,625000.0,1000.0
South America,Uruguay,S. Gorga,23,66,Chacarita Juniors,825000.0,7000.0
Asia,Turkey,J. Karacan,28,66,Bolton Wanderers,650000.0,11000.0
Europe,Austria,K. Kerschbaumer,25,66,DSC Arminia Bielefeld,850000.0,11000.0
South America,Argentina,E. Montagna,23,66,Temperley,900000.0,5000.0
Europe,Netherlands,T. Coremans,26,66,ADO Den Haag,550000.0,3000.0
South America,Brazil,Daniel Amora,29,66,Al Raed,625000.0,7000.0
Europe,Austria,L. Thurauer,29,66,SKN St. Pölten,625000.0,5000.0
Europe,Italy,A. Favilli,20,66,Ascoli,1100000.0,1000.0
Asia,Japan,K. Yonekura,29,66,Gamba Osaka,475000.0,4000.0
Europe,Denmark,D. Boysen,26,66,Lyngby BK,750000.0,4000.0
Europe,Norway,E. Hestad,22,66,Molde FK,900000.0,2000.0
Europe,Sweden,A. Jeremejeff,23,66,Malmö FF,900000.0,2000.0
Europe,Norway,J. Thomassen,29,66,Sarpsborg 08 FF,475000.0,2000.0
Europe,Netherlands,K. Ramsteijn,27,66,Aalesunds FK,650000.0,2000.0
Europe,France,T. Ambrose,20,66,NAC Breda,1100000.0,3000.0
Europe,Germany,T. Skarke,20,66,1. FC Heidenheim,925000.0,4000.0
South America,Brazil,Luis Marleiro,25,66,Vitória,725000.0,4000.0
Africa,Benin,D. Kiki,23,66,Stade Brestois 29,750000.0,2000.0
Europe,Germany,J. Gressel,23,66,Atlanta United FC,950000.0,2000.0
Europe,France,Q. Boisgard,20,66,Toulouse FC,1400000.0,6000.0
Europe,Spain,Brais Mendez,20,66,RC Celta de Vigo,1200000.0,5000.0
Europe,Liechtenstein,N. Hasler,26,66,Toronto FC,650000.0,2000.0
Europe,Spain,Tia Sastre,23,66,RC Celta de Vigo,950000.0,6000.0
Africa,South Africa,M. Van Heerden,29,66,Orlando Pirates,475000.0,1000.0
Asia,Japan,S. Yamamoto,32,66,Kashima Antlers,350000.0,4000.0
Europe,Germany,J. Biada,24,66,Eintracht Braunschweig,875000.0,7000.0
South America,Chile,E. Franquez,25,66,Curicó Unido,550000.0,1000.0
Europe,Switzerland,N. Ben Khalifa,25,66,FC St. Gallen,825000.0,5000.0
North America,Jamaica,M. Marshall,30,66,Charlton Athletic,600000.0,4000.0
Africa,Ghana,N. Mohammed,23,66,BK Häcken,950000.0,2000.0
South America,Colombia,D. Lopez,25,66,Jaguares Fútbol Club,875000.0,1000.0
North America,Mexico,U. Antuna,19,66,FC Groningen,1200000.0,2000.0
South America,Chile,R. Matisano,29,66,Club de Deportes Temuco,475000.0,1000.0
Europe,Spain,Onwu,29,66,Lorca Deportiva CF,650000.0,3000.0
Europe,Netherlands,M. Rutten,24,66,VVV-Venlo,700000.0,3000.0
Asia,Saudi Arabia,Y. Al Nakhli,26,66,Al Ittihad,625000.0,10000.0
South America,Brazil,Leo Pereira,21,66,Orlando City Soccer Club,725000.0,2000.0
South America,Chile,V. Davila,19,66,Necaxa,875000.0,2000.0
North America,Canada,R. Edwards,21,66,Toronto FC,1200000.0,2000.0
Europe,Portugal,Moreto Cassama,19,66,FC Porto,1400000.0,2000.0
Europe,Spain,Mario Ortiz,28,66,C.D. Leonesa S.A.D.,575000.0,3000.0
Europe,Spain,Alvaro Tejero,20,66,Real Madrid CF,1000000.0,22000.0
Europe,Greece,A. Papazoglou,29,66,Aalesunds FK,650000.0,5000.0
Europe,Norway,O. Halvorsen,29,66,Sarpsborg 08 FF,625000.0,2000.0
South America,Chile,L. Gonzaloz,29,66,Club de Deportes Temuco,475000.0,1000.0
Europe,Germany,P. Kurzweg,23,66,1. FC Union Berlin,700000.0,7000.0
Europe,Sweden,T. Sana,27,66,Aarhus GF,675000.0,4000.0
South America,Brazil,Abner,21,66,Estoril Praia,1000000.0,22000.0
South America,Uruguay,E. Tellechea,30,66,Bahía Blanca,600000.0,3000.0
South America,Chile,H. Sendiero,29,66,Santiago Wanderers,475000.0,2000.0
Europe,Germany,K. Staude,20,66,DSC Arminia Bielefeld,1000000.0,2000.0
Africa,Algeria,A. Tahar,27,66,Boavista FC,550000.0,3000.0
Europe,Romania,A. Bourceanu,32,66,Arsenal Tula,475000.0,8000.0
Europe,France,M. Bouziane,26,66,Hansa Rostock,700000.0,1000.0
Asia,Japan,R. Harakawa,23,66,Sagan Tosu,850000.0,2000.0
Europe,Iceland,A. Gumundsson,20,66,PSV,1000000.0,4000.0
Europe,Germany,G. Waldschmidt,21,66,Hamburger SV,1100000.0,8000.0
Europe,Serbia,A. Sedlar,25,66,Piast Gliwice,675000.0,2000.0
Europe,Spain,Antonio Martinez,27,66,C.D. Leonesa S.A.D.,625000.0,3000.0
South America,Argentina,O. Benitez,26,66,Gimnasia y Esgrima La Plata,700000.0,4000.0
Europe,Denmark,J. Mhle,20,66,KRC Genk,850000.0,3000.0
Asia,Japan,K. Tokura,31,66,Hokkaido Consadole Sapporo,575000.0,2000.0
Africa,Morocco,S. Alami,24,66,Paris FC,850000.0,2000.0
Europe,Germany,H. Dahmani,29,66,SC Fortuna Köln,650000.0,1000.0
Asia,Japan,T. Umesaki,30,66,Urawa Red Diamonds,600000.0,4000.0
Europe,Norway,F. Knudsen,20,66,FK Haugesund,1000000.0,1000.0
South America,Colombia,J. Zuluaga,24,66,Jaguares Fútbol Club,750000.0,1000.0
Europe,Montenegro,A. Boljevic,21,66,Waasland-Beveren,950000.0,3000.0
Europe,Sweden,M. Ranegie,33,66,BK Häcken,400000.0,2000.0
Europe,Austria,C. Klem,26,66,Wolfsberger AC,650000.0,4000.0
South America,Argentina,D. Miloc,26,66,Atlético Tucumán,700000.0,3000.0
Europe,France,J. Nadeau,22,66,Hansa Rostock,825000.0,1000.0
South America,Colombia,J. Cano,34,66,La Equidad,180000.0,1000.0
Europe,Iceland,A. Sigurarson,23,66,Tromsø IL,900000.0,2000.0
Europe,Belgium,L. Van Eenoo,26,66,KV Kortrijk,775000.0,5000.0
Europe,Italy,M. Donati,36,66,Hamilton Academical FC,90000.0,2000.0
Europe,Germany,R. Kazior,34,66,Werder Bremen II,350000.0,1000.0
South America,Chile,L. Carteldo,29,66,Audax Italiano,475000.0,2000.0
South America,Brazil,Ricardo Santos,30,66,Cerezo Osaka,625000.0,2000.0
North America,Haiti,J. Placide,29,66,Oldham Athletic,425000.0,2000.0
Europe,France,Y. Thuram,28,66,Le Havre AC,550000.0,2000.0
South America,Argentina,C. Lema,26,66,Belgrano de Córdoba,675000.0,4000.0
Asia,Japan,Y. Muto,28,66,Urawa Red Diamonds,675000.0,4000.0
North America,Mexico,O. Vera,31,66,Tiburones Rojos de Veracruz,575000.0,3000.0
Asia,Georgia,L. Hufnagel,23,66,1. FC Nürnberg,875000.0,6000.0
South America,Brazil,M. Zappino,36,66,Frosinone,90000.0,1000.0
South America,Argentina,R. Lentini,28,66,Bahía Blanca,675000.0,4000.0
Europe,Germany,N. Lomb,23,66,Bayer 04 Leverkusen,625000.0,8000.0
Europe,Denmark,S. Ernemann,35,66,Viking FK,270000.0,1000.0
Europe,Norway,M. Lundemo,23,66,Rosenborg BK,925000.0,2000.0
Europe,France,B. Konate,21,66,AJ Auxerre,900000.0,2000.0
Europe,Germany,F. Neuhaus,20,66,Fortuna Düsseldorf,1200000.0,7000.0
Africa,South Africa,R. Norodien,22,66,Orlando Pirates,875000.0,1000.0
Oceania,Australia,O. Bozanic,28,66,Ventforet Kofu,650000.0,2000.0
North America,Mexico,A. Blanco,29,66,Pachuca,425000.0,7000.0
Europe,Germany,M. Pfitzner,32,66,Werder Bremen II,375000.0,1000.0
Europe,Italy,R. Fiamozzi,24,66,Bari,875000.0,7000.0
Europe,Italy,L. Lezzerini,22,66,Avellino,800000.0,1000.0
Europe,Netherlands,R. Vloet,22,66,NAC Breda,850000.0,3000.0
Asia,Turkey,I. Depe,24,66,Kardemir Karabükspor,825000.0,4000.0
South America,Argentina,J. Elias,21,66,Newell's Old Boys,825000.0,4000.0
Europe,Czech Republic,M. Sacek,20,66,Sparta Praha,1200000.0,1000.0
Africa,Ghana,A. Osman,30,66,Partick Thistle F.C.,475000.0,2000.0
Europe,France,B. Traore,24,66,Le Havre AC,700000.0,2000.0
Europe,Norway,T. Hgli,33,66,FC København,250000.0,6000.0
Europe,Norway,M. Hibraten,22,66,Strømsgodset IF,850000.0,1000.0
North America,Mexico,M. Dominguez,17,66,Monterrey,850000.0,8000.0
Africa,Ghana,W. Owusu,27,66,Royal Antwerp FC,675000.0,5000.0
Asia,Saudi Arabia,A. Al Salem,24,66,Al Fayha,875000.0,5000.0
Europe,Germany,L. Guwara,21,66,1. FC Kaiserslautern,825000.0,5000.0
Asia,Japan,M. Musaka,26,66,Shimizu S-Pulse,675000.0,2000.0
Europe,France,M. Sarr,23,66,Charlton Athletic,750000.0,3000.0
Europe,Austria,C. Monschein,24,66,FK Austria Wien,850000.0,6000.0
Europe,Italy,L. Crecco,21,66,Lazio,1000000.0,9000.0
Europe,Finland,R. Riski,27,66,Odds BK,675000.0,2000.0
Europe,France,D. Batubinsika,21,66,Royal Antwerp FC,825000.0,3000.0
South America,Argentina,J. Mansilla,30,66,Club Atlético Tigre,600000.0,4000.0
Asia,Turkey,B. Parlak,27,66,Alanyaspor,600000.0,4000.0
North America,Mexico,O. Rodriguez,20,66,Club León,975000.0,6000.0
Europe,Portugal,Pedrinho,32,66,CD Aves,350000.0,3000.0
North America,Mexico,J. Enriquez,26,66,Santos Laguna,675000.0,13000.0
South America,Chile,P. Lezceno,33,66,Deportes Iquique,260000.0,1000.0
Europe,Hungary,R. Feczesin,31,66,Jeonnam Dragons,575000.0,3000.0
Europe,Spain,Cesar Ortiz,28,66,SV Mattersburg,575000.0,7000.0
South America,Argentina,A. Doffo,22,66,Vélez Sarsfield,1000000.0,4000.0
Europe,Serbia,M. Stevanovic,21,66,Kayserispor,975000.0,3000.0
Africa,Nigeria,O. Azubuike,20,66,Evkur Yeni Malatyaspor,925000.0,3000.0
South America,Brazil,Leandrinho,31,66,Medicana Sivasspor,575000.0,4000.0
Africa,Ghana,J. Amoah,22,66,Vitória Guimarães,1000000.0,3000.0
Europe,Italy,A. Russo,30,66,Frosinone,475000.0,1000.0
South America,Chile,A. Busteno,33,66,CD Huachipato,260000.0,2000.0
Asia,Japan,H. Otani,32,66,Kashiwa Reysol,375000.0,4000.0
Asia,Turkey,R. Simsek,26,66,Medicana Sivasspor,625000.0,4000.0
Europe,Norway,J. Nilsen,26,66,Odds BK,650000.0,2000.0
South America,Argentina,L. Miranda,23,66,Defensa y Justicia,925000.0,4000.0
South America,Argentina,A. Imperiale,30,66,San Jose Earthquakes,475000.0,2000.0
Europe,Spain,Rafa Mir,19,66,Valencia CF,975000.0,5000.0
Asia,Japan,A. Barada,26,66,Omiya Ardija,775000.0,2000.0
Africa,Mali,O. Sissoko,29,66,Le Havre AC,500000.0,2000.0
Europe,Greece,C. Lykogiannis,23,66,SK Sturm Graz,750000.0,5000.0
Europe,Germany,S. Hertner,26,66,FC Erzgebirge Aue,650000.0,2000.0
Europe,Iceland,A. randarson,22,66,Aalesunds FK,875000.0,2000.0
Europe,France,T. Guerbert,28,66,Clermont Foot 63,650000.0,2000.0
South America,Chile,J. Adelalla,33,66,Curicó Unido,400000.0,2000.0
Europe,Italy,M. Mustacchio,28,66,Perugia,650000.0,2000.0
Europe,France,T. Vion,23,66,Chamois Niortais FC,900000.0,2000.0
Europe,Poland,L. Sekulski,26,66,Jagiellonia Białystok,800000.0,4000.0
South America,Chile,J. Calesti,29,66,Audax Italiano,625000.0,2000.0
Asia,Armenia,M. Guevgeozian,31,66,Newell's Old Boys,575000.0,4000.0
Europe,Germany,J. Dem,24,66,Chemnitzer FC,675000.0,1000.0
Europe,Germany,P. Turpitz,25,66,1. FC Magdeburg,775000.0,1000.0
Asia,Saudi Arabia,A. Ateef,34,66,Al Shabab,200000.0,9000.0
Asia,Turkey,T. Camdal,26,66,Galatasaray SK,625000.0,13000.0
Asia,Azerbaijan,Eddy,24,66,Gimnàstic de Tarragona,750000.0,3000.0
Africa,Morocco,B. Ould-Chikh,19,66,FC Utrecht,900000.0,2000.0
Europe,Portugal,Pedro Monteiro,23,66,Estoril Praia,775000.0,2000.0
Europe,Italy,R. Schiavi,31,66,Salernitana,425000.0,2000.0
Africa,Cameroon,F. Ondoa,21,66,Sevilla Atlético,925000.0,1000.0
Europe,Hungary,D. Salloi,20,66,Sporting Kansas City,1000000.0,2000.0
Asia,Japan,K. Yamamura,27,66,Cerezo Osaka,750000.0,2000.0
Africa,South Africa,B. Jayiya,27,66,Kaizer Chiefs,675000.0,1000.0
Europe,Belgium,J. Huyghebaert,28,66,Royal Excel Mouscron,500000.0,4000.0
Europe,Belgium,N. De Schutter,28,66,Waasland-Beveren,500000.0,4000.0
South America,Colombia,C. Florez,22,66,Alianza Petrolera,900000.0,1000.0
Europe,France,B. Youssouf,23,66,AJ Auxerre,750000.0,2000.0
Africa,Nigeria,T. Ebuehi,21,66,ADO Den Haag,750000.0,3000.0
Asia,Turkey,C. Ozdemir,24,66,Medicana Sivasspor,800000.0,4000.0
Europe,Austria,C. Knasmullner,25,66,FC Admira Wacker Mödling,850000.0,3000.0
Europe,Netherlands,A. Hadouir,34,66,Excelsior,325000.0,3000.0
Asia,Saudi Arabia,M. Al Fatil,25,66,Al Ahli,750000.0,9000.0
Europe,Germany,J. Acquistapace,28,66,Sportfreunde Lotte,575000.0,1000.0
Europe,Germany,J. Bandowski,23,66,VfL Bochum,750000.0,4000.0
Europe,Portugal,N. Ferreira,35,66,FC Thun,280000.0,3000.0
Europe,Germany,D. Stahl,28,66,SpVgg Unterhaching,525000.0,1000.0
Europe,Austria,F. Koch,28,66,SK Sturm Graz,500000.0,6000.0
South America,Argentina,R. Saravia,24,66,Racing Club de Avellaneda,750000.0,3000.0
Europe,Belgium,M. Goblet,22,66,Waasland-Beveren,650000.0,2000.0
Europe,Spain,Alain Oyarzun,23,66,Real Zaragoza,875000.0,3000.0
Oceania,Australia,J. Jeggo,25,66,SK Sturm Graz,700000.0,5000.0
South America,Colombia,M. Restrepo,36,66,La Equidad,90000.0,1000.0
Europe,Austria,R. Gartler,31,66,LASK Linz,575000.0,6000.0
Europe,Poland,R. Cierzniak,34,66,Legia Warszawa,260000.0,2000.0
Europe,Portugal,Pite,22,66,Tondela,750000.0,2000.0
Europe,Austria,L. Gugganig,22,66,SpVgg Greuther Fürth,825000.0,3000.0
Asia,Japan,A. Hayashi,30,66,F.C. Tokyo,425000.0,3000.0
Europe,Italy,A. Donnarumma,26,66,Milan,575000.0,16000.0
Europe,Sweden,K. Bakrcoglu,36,66,Hammarby IF,200000.0,1000.0
Europe,Netherlands,C. Eiting,19,66,Ajax,950000.0,2000.0
Asia,Turkey,M. Celik,27,66,Akhisar Belediyespor,675000.0,5000.0
Africa,Senegal,A. Gomis,25,66,US Orléans Loiret Football,875000.0,2000.0
Europe,Denmark,A. Juel Andersen,26,66,Aarhus GF,675000.0,4000.0
North America,Mexico,L. Quintana,25,66,U.N.A.M.,650000.0,5000.0
Europe,Spain,Moi Delgado,23,66,FC Barcelona B,750000.0,2000.0
South America,Chile,A. Sebrino,25,66,CD Palestino,725000.0,2000.0
South America,Brazil,Victor Massaia,25,66,Grupo Desportivo de Chaves,650000.0,2000.0
Africa,Mali,M. Dembele,28,66,Le Havre AC,675000.0,3000.0
Europe,Faroe Islands,H. Hansson,24,66,AC Horsens,825000.0,3000.0
Europe,Germany,M. Appiah,29,66,VfL Osnabrück,500000.0,1000.0
Europe,France,J. Giraudon,25,66,ES Troyes AC,750000.0,6000.0
North America,Panama,H. Cummings,25,66,San Jose Earthquakes,725000.0,2000.0
Asia,Turkey,H. Ylmaz,33,66,Alanyaspor,325000.0,3000.0
Europe,Denmark,T. Klve,26,66,SønderjyskE,750000.0,4000.0
Europe,Portugal,Joao Silva,27,66,CD Feirense,750000.0,4000.0
Asia,Turkey,S. Baks,23,66,Bursaspor,925000.0,5000.0
South America,Argentina,N. Solis,23,66,Club Atlético Huracán,1000000.0,6000.0
Oceania,Australia,D. Petratos,24,66,Newcastle Jets,825000.0,1000.0
Europe,Sweden,M. Boman,28,66,IFK Göteborg,675000.0,3000.0
Europe,France,D. Dervite,28,66,Bolton Wanderers,525000.0,10000.0
South America,Argentina,I. Furios,38,66,Club Atlético Patronato,90000.0,2000.0
South America,Colombia,A. Ricaurte,25,66,Atlético Huila,825000.0,1000.0
Europe,Sweden,R. Lindkvist,27,66,AIK Solna,600000.0,3000.0
Europe,Portugal,Joao Gois,27,66,FC Paços de Ferreira,600000.0,3000.0
South America,Brazil,Rai,19,66,Real Zaragoza,1200000.0,2000.0
South America,Brazil,Diego Mauricio,26,66,Gangwon FC,775000.0,2000.0
Europe,Portugal,Hildeberto Pereira,21,66,Legia Warszawa,1000000.0,2000.0
Europe,Germany,P. Hoffmann,25,66,SC Preußen Münster,775000.0,1000.0
Europe,France,E. Butin,29,66,Stade Brestois 29,650000.0,3000.0
Europe,Croatia,I. Runje,26,66,Jagiellonia Białystok,650000.0,3000.0
Asia,Saudi Arabia,M. Al Harbi,29,66,Al Ahli,475000.0,10000.0
South America,Colombia,W. Pacheco,22,66,La Equidad,800000.0,1000.0
South America,Chile,N. Birones,33,66,San Luis de Quillota,260000.0,1000.0
Europe,France,L. Damour,26,66,Cardiff City,700000.0,8000.0
Europe,Austria,T. Schrammel,29,66,SK Rapid Wien,475000.0,6000.0
Europe,Austria,P. Pervan,29,66,LASK Linz,525000.0,4000.0
Africa,Algeria,M. Jeannin,26,66,Clermont Foot 63,575000.0,2000.0
Europe,Spain,David Raya,21,66,Blackburn Rovers,800000.0,2000.0
North America,Canada,M. de Jong,30,66,Vancouver Whitecaps FC,475000.0,2000.0
Oceania,Australia,N. Boogaard,30,66,Newcastle Jets,475000.0,2000.0
Europe,Germany,S. Gunduz,23,66,VfL Bochum,850000.0,5000.0
Europe,Poland,A. Uryga,23,66,Wisła Płock,675000.0,2000.0
Europe,France,A. Nordin,19,66,AS Nancy Lorraine,1100000.0,6000.0
Europe,Netherlands,F. Heerkens,27,66,Willem II,525000.0,3000.0
South America,Chile,I. Jarano,33,66,CD O'Higgins,400000.0,2000.0
Europe,Norway,F. Azemi,25,66,Vålerenga Fotball,875000.0,2000.0
Oceania,New Zealand,M. McGlinchey,30,66,Wellington Phoenix,600000.0,2000.0
Europe,Slovenia,Z. Ljubijankic,33,66,Urawa Red Diamonds,400000.0,4000.0
North America,Mexico,J. Martinez,30,66,Pachuca,475000.0,8000.0
Europe,Spain,Fernando,27,66,UD Almería,575000.0,2000.0
Europe,Denmark,K. Risgard,34,66,Aalborg BK,325000.0,5000.0
South America,Argentina,F. Cardozo,22,66,Arsenal de Sarandí,750000.0,3000.0
South America,Colombia,D. Londono,22,66,Envigado FC,900000.0,1000.0
Europe,Serbia,N. Trujic,25,66,FC Tosno,850000.0,7000.0
Europe,Belgium,F. Cuvelier,24,66,Walsall,850000.0,3000.0
South America,Brazil,Gerson,25,66,Gangwon FC,675000.0,3000.0
South America,Argentina,N. Avellaneda,24,66,Club Atlético Lanús,700000.0,3000.0
Europe,France,Y. Boe-Kane,26,66,AC Ajaccio,700000.0,2000.0
Europe,France,V. Rosier,20,66,Dijon FCO,750000.0,4000.0
Europe,Spain,Borja Herrera,24,66,UD Las Palmas,725000.0,5000.0
Europe,Spain,Paolo Fernandes,18,66,NAC Breda,1200000.0,2000.0
Asia,Japan,T. Nakamura,27,66,Júbilo Iwata,525000.0,2000.0
South America,Colombia,C. Perez,31,66,Águilas Doradas,425000.0,1000.0
Europe,Italy,D. Mignanelli,24,66,Ascoli,700000.0,1000.0
Africa,Tunisia,O. Haddadi,25,66,Dijon FCO,700000.0,5000.0
Asia,Turkey,U. Zeybek,22,66,Fenerbahçe SK,975000.0,14000.0
Europe,Spain,Tropi,22,66,Lorca Deportiva CF,775000.0,6000.0
Europe,Germany,E. Mbende,21,66,Chemnitzer FC,775000.0,1000.0
Asia,Japan,K. Kawamata,27,66,Júbilo Iwata,750000.0,2000.0
Europe,Spain,Abel Gomez,35,66,Lorca Deportiva CF,150000.0,2000.0
Europe,Denmark,F. Helstrup,24,66,Arka Gdynia,775000.0,2000.0
South America,Colombia,L. Mosquera,28,66,Águilas Doradas,650000.0,1000.0
North America,Mexico,M. Jimenez,36,66,Querétaro,90000.0,2000.0
South America,Brazil,Luisinho,26,66,Al Faisaly,750000.0,7000.0
Africa,Burkina Faso,H. Koffi,20,66,LOSC Lille,875000.0,6000.0
Europe,Netherlands,D. Post,28,66,VVV-Venlo,525000.0,4000.0
Africa,South Africa,T. Gabuza,29,66,Orlando Pirates,650000.0,1000.0
Europe,Germany,T. Albutat,24,66,MSV Duisburg,775000.0,2000.0
Europe,France,T. Ephestion,22,66,RC Lens,975000.0,3000.0
Europe,Germany,M. Thiel,24,66,1. FC Heidenheim,875000.0,5000.0
Europe,Norway,H. Hauger,31,66,Strømsgodset IF,425000.0,2000.0
South America,Argentina,M. Rosales,36,66,Vancouver Whitecaps FC,220000.0,2000.0
Europe,Netherlands,B. Kuipers,22,66,ADO Den Haag,725000.0,3000.0
Asia,Japan,K. Nagasawa,25,66,Urawa Red Diamonds,775000.0,4000.0
North America,Jamaica,S. Cummings,28,66,Rotherham United,500000.0,4000.0
Europe,Spain,Brahim Diaz,17,66,Manchester City,1300000.0,15000.0
Asia,Japan,K. Taketomi,26,66,Kashiwa Reysol,750000.0,4000.0
South America,Brazil,Cleylton Santos,24,66,CF Os Belenenses,700000.0,2000.0
Europe,Germany,N. Miatke,27,66,FSV Zwickau,600000.0,1000.0
Asia,Turkey,B. Dabanli,27,66,Rot-Weiß Erfurt,650000.0,1000.0
Europe,France,M. Fortune,35,66,Southend United,300000.0,3000.0
Europe,Serbia,D. Drazic,21,66,RC Celta de Vigo,1000000.0,6000.0
Africa,Morocco,M. El Hankouri,20,66,Willem II,1200000.0,4000.0
Europe,Germany,R. Koch,20,66,SC Freiburg,925000.0,5000.0
Europe,Norway,K. Madsen,28,66,Strømsgodset IF,525000.0,2000.0
Oceania,Australia,R. Cornthwaite,31,66,Western Sydney Wanderers,425000.0,3000.0
Europe,Germany,P. Kammerbauer,20,66,1. FC Nürnberg,1000000.0,3000.0
Asia,Qatar,A. Fadlalla,23,66,KAS Eupen,750000.0,3000.0
South America,Argentina,J. Valdez Chamorro,23,66,Club Atlético Lanús,900000.0,4000.0
Europe,Italy,A. Ligi,27,66,Carpi,550000.0,1000.0
Europe,Norway,S. Ringstad,25,66,Strømsgodset IF,675000.0,1000.0
South America,Chile,J. Pardaneos,25,66,Club de Deportes Temuco,700000.0,1000.0
Europe,Germany,M. Konnecke,28,66,FSV Zwickau,650000.0,1000.0
North America,Canada,D. Henry,24,66,West Ham United,750000.0,17000.0
Africa,Senegal,Y. Baraye,25,66,Parma,775000.0,2000.0
Europe,Spain,Sergi Guardiola,26,66,Córdoba CF,825000.0,4000.0
Europe,Austria,S. Sahin-Radlinger,24,66,Hannover 96,600000.0,6000.0
Europe,Switzerland,D. Lopar,32,66,FC St. Gallen,375000.0,3000.0
Oceania,Australia,N. Ansell,23,66,Tondela,750000.0,2000.0
Europe,France,J. Begue,23,66,Bourg en Bresse Péronnas 01,900000.0,2000.0
South America,Argentina,L. Geminiani,26,66,Club Atlético Patronato,650000.0,3000.0
Europe,Portugal,Pedro Pinto,22,66,Vitória Setúbal,700000.0,2000.0
Europe,Norway,A. Nordvik,30,66,Viking FK,475000.0,2000.0
Europe,Italy,F. Coppola,39,66,Hellas Verona,40000.0,3000.0
Europe,Sweden,V. Agardius,27,66,Kalmar FF,600000.0,2000.0
Europe,France,A. Tameze,23,66,OGC Nice,900000.0,7000.0
North America,Mexico,G. Venegas,33,66,Puebla,260000.0,3000.0
Europe,Norway,B. Riise,34,66,Aalesunds FK,325000.0,2000.0
Europe,Netherlands,K. Vermeulen,26,66,Excelsior,775000.0,3000.0
North America,Mexico,R. Cisneros,20,66,Santos Laguna,1300000.0,5000.0
Europe,Spain,Benito,21,66,UD Las Palmas,1200000.0,5000.0
South America,Brazil,Jallyson Neto,25,66,Sport Club do Recife,550000.0,4000.0
Europe,Poland,T. Socha,29,66,Arka Gdynia,475000.0,3000.0
Europe,Italy,G. Beretta,25,66,Foggia,850000.0,2000.0
Europe,Portugal,Rochinha,22,66,Boavista FC,950000.0,2000.0
Europe,Netherlands,M. Rosheuvel,26,66,Roda JC Kerkrade,700000.0,3000.0
Asia,Lebanon,S. Saad,24,66,Sporting Kansas City,825000.0,3000.0
Europe,Germany,T. Danneberg,31,66,VfL Osnabrück,425000.0,1000.0
South America,Colombia,H. Mojica,24,65,Asociacion Deportivo Cali,700000.0,1000.0
Europe,Luxembourg,C. Martins Pereira,20,65,Olympique Lyonnais,850000.0,10000.0
Europe,Belgium,G. Hendrickx,22,65,Sporting Charleroi,725000.0,4000.0
Europe,Spain,Carbonell,19,65,CF Reus Deportiu,900000.0,1000.0
Africa,Guinea,S. Konde,24,65,Amkar Perm,650000.0,5000.0
South America,Uruguay,A. Fernandez,31,65,San Martín de San Juan,475000.0,3000.0
South America,Colombia,J. Chunga,25,65,CPD Junior Barranquilla,500000.0,1000.0
Europe,France,M. Perez,26,65,Clermont Foot 63,625000.0,2000.0
Europe,Germany,C. Fruchtl,17,65,FC Bayern Munich,975000.0,6000.0
Europe,Spain,Francis,21,65,Real Betis Balompié,850000.0,5000.0
Europe,Italy,D. Giorico,25,65,Carpi,675000.0,1000.0
South America,Guyana,W. Creavalle,26,65,Philadelphia Union,550000.0,2000.0
